,Company Name,Location.1,JOB,Python,SQL,R language,Linux,Cloud,Revenue,No of employee,Tablue,Clusters
143,PubMatic,Delhi,ML Engineer,0,0,0,1,Azure,0.005,57427.22,0,1
310,PubMatic, Delhi,ML Engineer,0,1,1,0,AWS,0.005,57427.22,0,1
